user_id,cohort,treatment_month,calendar_month,treated,retention
user_1_7,1,3,23,1,56.660455143798934
user_1_7,1,3,24,1,60.56919638297042
user_1_8,1,3,1,0,50.64228123239061
user_1_8,1,3,2,0,46.262783663864035
user_1_8,1,3,3,1,58.519542777553546
user_1_8,1,3,4,1,59.15595213918651
user_1_8,1,3,5,1,55.3484276913966
user_1_8,1,3,6,1,58.461175317836584
user_1_8,1,3,7,1,58.174626155338
user_1_8,1,3,8,1,54.57108910650813
user_1_8,1,3,9,1,59.07336208104485
user_1_8,1,3,10,1,59.682353579104706
user_1_8,1,3,11,1,61.24915372952583
user_1_8,1,3,12,1,61.16140615610471
user_1_8,1,3,13,1,53.866991896128724
user_1_8,1,3,14,1,55.18652488025463
user_1_8,1,3,15,1,59.54510580162598
user_1_8,1,3,16,1,59.541357852736624
user_1_8,1,3,17,1,59.54514305891814
user_1_8,1,3,18,1,69.55819447196416
user_1_8,1,3,19,1,59.712671532079504
user_1_8,1,3,20,1,61.4066969205418
user_1_8,1,3,21,1,60.86200529047961
user_1_8,1,3,22,1,59.954173753917395
user_1_8,1,3,23,1,57.054192266078964
user_1_8,1,3,24,1,60.276907661479804
user_1_9,1,3,1,0,47.681524356387285
user_1_9,1,3,2,0,49.28954417977997
user_1_9,1,3,3,1,56.54390935651269
user_1_9,1,3,4,1,58.245622418158966
user_1_9,1,3,5,1,64.94397570002053
user_1_9,1,3,6,1,52.39820442222476
user_1_9,1,3,7,1,60.05878057112354
user_1_9,1,3,8,1,53.16185238643104
user_1_9,1,3,9,1,56.5842044026317
user_1_9,1,3,10,1,61.266851790902095
user_1_9,1,3,11,1,58.19284005728639
user_1_9,1,3,12,1,54.76676566621208
user_1_9,1,3,13,1,55.854088872220096
user_1_9,1,3,14,1,60.038793246804026
user_1_9,1,3,15,1,55.80890010484859
user_1_9,1,3,16,1,58.64937576874593
user_1_9,1,3,17,1,58.136715519711444
user_1_9,1,3,18,1,56.04519895718255
user_1_9,1,3,19,1,64.43183226797598
user_1_9,1,3,20,1,59.90175706695403
user_1_9,1,3,21,1,51.924572240027175
user_1_9,1,3,22,1,58.55936294430828
user_1_9,1,3,23,1,56.01464060569484
user_1_9,1,3,24,1,60.55730000438867
user_1_10,1,3,1,0,47.6224377847019
user_1_10,1,3,2,0,49.655790675599306
user_1_10,1,3,3,1,59.514961836941374
user_1_10,1,3,4,1,60.59726558251037
user_1_10,1,3,5,1,54.39911077883267
user_1_10,1,3,6,1,56.996496292477154
user_1_10,1,3,7,1,56.57516406651713
user_1_10,1,3,8,1,56.04001230227887
user_1_10,1,3,9,1,63.29636272084329
user_1_10,1,3,10,1,59.21494513288287
user_1_10,1,3,11,1,54.217348136994865
user_1_10,1,3,12,1,60.75358584116433
user_1_10,1,3,13,1,64.3664685910379
user_1_10,1,3,14,1,61.09739578165344
user_1_10,1,3,15,1,53.44189010213796
user_1_10,1,3,16,1,56.54729778140125
user_1_10,1,3,17,1,61.80073344755987
user_1_10,1,3,18,1,55.87699160314366
user_1_10,1,3,19,1,59.33145828443868
user_1_10,1,3,20,1,60.32390216028801
user_1_10,1,3,21,1,55.219208585265754
user_1_10,1,3,22,1,57.8214239318146
user_1_10,1,3,23,1,48.276197979792784
user_1_10,1,3,24,1,54.92683707599713
user_1_11,1,3,1,0,49.24229554582052
user_1_11,1,3,2,0,46.256650454105454
user_1_11,1,3,3,1,62.897233911794906
user_1_11,1,3,4,1,53.7095758661181
user_1_11,1,3,5,1,56.67986653990905
user_1_11,1,3,6,1,58.39222173185827
user_1_11,1,3,7,1,62.323819867198345
user_1_11,1,3,8,1,53.69241354646168
user_1_11,1,3,9,1,61.48949125646488
user_1_11,1,3,10,1,58.03069918305876
user_1_11,1,3,11,1,55.05547404685615
user_1_11,1,3,12,1,59.38631042278981
user_1_11,1,3,13,1,58.59717908672041
user_1_11,1,3,14,1,56.19934936852361
user_1_11,1,3,15,1,58.209406254970055
user_1_11,1,3,16,1,56.844059209414716
user_1_11,1,3,17,1,58.340552035753745
user_1_11,1,3,18,1,59.98639202356314
user_1_11,1,3,19,1,62.75805044843606
user_1_11,1,3,20,1,54.28655350351945
user_1_11,1,3,21,1,64.3991001239688
user_1_11,1,3,22,1,52.143736601432494
user_1_11,1,3,23,1,57.54464471489325
user_1_11,1,3,24,1,59.76495161945373
user_1_12,1,3,1,0,50.8429756032051
user_1_12,1,3,2,0,48.13190144053822
user_1_12,1,3,3,1,57.375633248928175
user_1_12,1,3,4,1,56.5209971960235
user_1_12,1,3,5,1,56.231905729167366
user_1_12,1,3,6,1,60.54880629106307
user_1_12,1,3,7,1,59.07104645789514
user_1_12,1,3,8,1,55.92127121421804
user_1_12,1,3,9,1,60.69879962629975
user_1_12,1,3,10,1,58.92189856262983
user_1_12,1,3,11,1,60.43858635651688
user_1_12,1,3,12,1,59.888886525770836
user_1_12,1,3,13,1,55.51301496723379
user_1_12,1,3,14,1,56.31945687940909
user_1_12,1,3,15,1,60.24188081536978
user_1_12,1,3,16,1,59.83111079630039
user_1_12,1,3,17,1,57.93729521810756
user_1_12,1,3,18,1,58.35198214992634
user_1_12,1,3,19,1,61.83299468736527
user_1_12,1,3,20,1,56.22528583349251
user_1_12,1,3,21,1,59.641292143510114
user_1_12,1,3,22,1,57.39342204269832
user_1_12,1,3,23,1,57.34695639031834
user_1_12,1,3,24,1,61.29633055596157
user_1_13,1,3,1,0,52.47624904696409
user_1_13,1,3,2,0,52.440528908001916
user_1_13,1,3,3,1,61.91643642146299
user_1_13,1,3,4,1,58.06301152489828
user_1_13,1,3,5,1,60.04585891388489
user_1_13,1,3,6,1,57.06919973021963
user_1_13,1,3,7,1,58.97249905746533
user_1_13,1,3,8,1,57.60957083689695
user_1_13,1,3,9,1,58.29098789497815
user_1_13,1,3,10,1,59.78547107631074
user_1_13,1,3,11,1,55.54533795029958
user_1_13,1,3,12,1,64.27716182705637
user_1_13,1,3,13,1,54.98194785550089
user_1_13,1,3,14,1,54.3574341616368
user_1_13,1,3,15,1,61.474332620500206
user_1_13,1,3,16,1,60.37498808188881
user_1_13,1,3,17,1,59.87235945115646
user_1_13,1,3,18,1,59.88503652779284
user_1_13,1,3,19,1,57.963259681459256
user_1_13,1,3,20,1,55.308236885542506
user_1_13,1,3,21,1,58.22741367458118
user_1_13,1,3,22,1,55.96851486546367
user_1_13,1,3,23,1,60.925359200253254
user_1_13,1,3,24,1,57.55882785549358
user_1_14,1,3,1,0,47.523508409622465
user_1_14,1,3,2,0,49.03584247504102
user_1_14,1,3,3,1,59.23879436282687
user_1_14,1,3,4,1,56.30882634158807
user_1_14,1,3,5,1,55.5333388133007
user_1_14,1,3,6,1,58.731061634475736
user_1_14,1,3,7,1,58.73489971332617
user_1_14,1,3,8,1,56.47917047388661
user_1_14,1,3,9,1,56.586885083145035
user_1_14,1,3,10,1,58.69614981207291
user_1_14,1,3,11,1,53.65574697550803
user_1_14,1,3,12,1,53.77760867687034
user_1_14,1,3,13,1,55.84466733624269
user_1_14,1,3,14,1,57.35965854486446
user_1_14,1,3,15,1,58.932722696794016
user_1_14,1,3,16,1,62.426068650848656
user_1_14,1,3,17,1,60.57297886960606
user_1_14,1,3,18,1,57.52018441010972
user_1_14,1,3,19,1,57.94295137629194
user_1_14,1,3,20,1,54.99241190608657
user_1_14,1,3,21,1,57.94446059202283
user_1_14,1,3,22,1,57.13402408323959
user_1_14,1,3,23,1,58.96815568101427
user_1_14,1,3,24,1,55.51830716934303
user_1_15,1,3,1,0,51.55803954272352
user_1_15,1,3,2,0,54.59821673900773
user_1_15,1,3,3,1,57.67371955462943
user_1_15,1,3,4,1,59.20513516629683
user_1_15,1,3,5,1,60.07043197513334
user_1_15,1,3,6,1,56.79633858434249
user_1_15,1,3,7,1,58.67227744543125
user_1_15,1,3,8,1,58.03777720234538
user_1_15,1,3,9,1,58.293028295646494
user_1_15,1,3,10,1,55.6809706484336
user_1_15,1,3,11,1,58.07353052277683
user_1_15,1,3,12,1,59.49399487373635
user_1_15,1,3,13,1,62.353430823385125
user_1_15,1,3,14,1,60.87781247825562
user_1_15,1,3,15,1,64.45954737253467
user_1_15,1,3,16,1,55.69795731133585
user_1_15,1,3,17,1,60.61696191016203
user_1_15,1,3,18,1,58.55002601721505
user_1_15,1,3,19,1,64.56940879965302
user_1_15,1,3,20,1,55.57510514393454
user_1_15,1,3,21,1,55.48083447345767
user_1_15,1,3,22,1,56.20182206366793
user_1_15,1,3,23,1,51.62831282707058
user_1_15,1,3,24,1,56.42273493495772
user_1_16,1,3,1,0,47.72260201533891
user_1_16,1,3,2,0,50.451181359428624
user_1_16,1,3,3,1,59.02526792733148
user_1_16,1,3,4,1,63.62851251764766
user_1_16,1,3,5,1,60.85127151455815
user_1_16,1,3,6,1,56.26928903301279
user_1_16,1,3,7,1,55.30475598595493
user_1_16,1,3,8,1,59.475757514519515
user_1_16,1,3,9,1,54.03930037893807
user_1_16,1,3,10,1,63.494376297563065
user_1_16,1,3,11,1,61.53832036216386
user_1_16,1,3,12,1,56.592473043685885
user_1_16,1,3,13,1,52.86059641272737
user_1_16,1,3,14,1,62.06161712249624
user_1_16,1,3,15,1,57.65638046424215
user_1_16,1,3,16,1,61.71344893592038
user_1_16,1,3,17,1,53.2167170236169
user_1_16,1,3,18,1,56.20187493113868
user_1_16,1,3,19,1,58.01573109915455
user_1_16,1,3,20,1,58.140941781294224
user_1_16,1,3,21,1,56.64980358556227
user_1_16,1,3,22,1,59.8685497970425
user_1_16,1,3,23,1,54.79713871185221
user_1_16,1,3,24,1,57.57286154493612
user_1_17,1,3,1,0,50.3608868951357
user_1_17,1,3,2,0,51.543316502176246
user_1_17,1,3,3,1,60.13484463426667
user_1_17,1,3,4,1,54.62607372448639
user_1_17,1,3,5,1,53.39765748779313
user_1_17,1,3,6,1,61.83303046569553
user_1_17,1,3,7,1,58.99694203593877
user_1_17,1,3,8,1,55.75454039033034
user_1_17,1,3,9,1,62.65345592656757
user_1_17,1,3,10,1,58.347023902878576
user_1_17,1,3,11,1,61.53789155219148
user_1_17,1,3,12,1,58.20255544423033
user_1_17,1,3,13,1,64.18224377464597
user_1_17,1,3,14,1,63.26602252732961
user_1_17,1,3,15,1,57.25310755456278
user_1_17,1,3,16,1,60.91471285286307
user_1_17,1,3,17,1,59.93612784875544
user_1_17,1,3,18,1,62.105894672597046
user_1_17,1,3,19,1,55.105229618259685
user_1_17,1,3,20,1,60.058154379995315
user_1_17,1,3,21,1,61.175273460548766
user_1_17,1,3,22,1,52.723781540730656
user_1_17,1,3,23,1,54.45022446200267
user_1_17,1,3,24,1,51.8823034667197
user_1_18,1,3,1,0,49.19177949666633
user_1_18,1,3,2,0,52.152626767387886
user_1_18,1,3,3,1,62.507071156288085
user_1_18,1,3,4,1,58.222284341259325
user_1_18,1,3,5,1,62.88584663671388
user_1_18,1,3,6,1,53.85969562535533
user_1_18,1,3,7,1,52.889852681934535
user_1_18,1,3,8,1,57.83335690331015
user_1_18,1,3,9,1,59.152196346817924
user_1_18,1,3,10,1,57.901915755717724
user_1_18,1,3,11,1,51.79767369988037
user_1_18,1,3,12,1,57.73263988146164
user_1_18,1,3,13,1,54.08659149848544
user_1_18,1,3,14,1,60.009017646490115
user_1_18,1,3,15,1,59.09979473829055
user_1_18,1,3,16,1,55.180360641017934
user_1_18,1,3,17,1,56.45839924798992
user_1_18,1,3,18,1,54.822359434333144
user_1_18,1,3,19,1,57.81196270818049
user_1_18,1,3,20,1,60.865426961503715
user_1_18,1,3,21,1,55.04282186099337
user_1_18,1,3,22,1,59.512139546553534
user_1_18,1,3,23,1,56.40922714488268
user_1_18,1,3,24,1,55.621381503212966
user_1_19,1,3,1,0,49.67890892013633
user_1_19,1,3,2,0,46.89427303274188
user_1_19,1,3,3,1,56.33905208395846
user_1_19,1,3,4,1,54.40636632223345
user_1_19,1,3,5,1,63.89417539874917
user_1_19,1,3,6,1,58.105790655915186
user_1_19,1,3,7,1,55.900823476022246
user_1_19,1,3,8,1,58.641939732202665
user_1_19,1,3,9,1,57.66301585092751
user_1_19,1,3,10,1,57.337091201400334
user_1_19,1,3,11,1,59.84250010013027
user_1_19,1,3,12,1,60.27252313014191
user_1_19,1,3,13,1,56.40849655716842
user_1_19,1,3,14,1,56.27254527806596
user_1_19,1,3,15,1,57.17484490854507
user_1_19,1,3,16,1,51.09423650579325
user_1_19,1,3,17,1,53.45442681340434
user_1_19,1,3,18,1,62.100622802333575
user_1_19,1,3,19,1,62.93490314050385
user_1_19,1,3,20,1,57.25289188133087
user_1_19,1,3,21,1,59.7296708891673
user_1_19,1,3,22,1,58.93375046363061
user_1_19,1,3,23,1,67.23664242536572
user_1_19,1,3,24,1,61.35872473430373
user_1_20,1,3,1,0,49.6162472255577
user_1_20,1,3,2,0,47.133378678198724
user_1_20,1,3,3,1,53.18066103922728
user_1_20,1,3,4,1,58.61039090760167
user_1_20,1,3,5,1,55.73094776414709
user_1_20,1,3,6,1,53.73323887120698
user_1_20,1,3,7,1,56.06028134727242
user_1_20,1,3,8,1,54.75535598915681
user_1_20,1,3,9,1,63.06142490521769
user_1_20,1,3,10,1,60.64491927084835
user_1_20,1,3,11,1,57.97608207605015
user_1_20,1,3,12,1,62.43983241667008
user_1_20,1,3,13,1,58.23210492294285
user_1_20,1,3,14,1,55.41614739601521
user_1_20,1,3,15,1,62.56937223180897
user_1_20,1,3,16,1,59.61673013105398
user_1_20,1,3,17,1,54.88826153702063
user_1_20,1,3,18,1,57.428983965749175
user_1_20,1,3,19,1,55.37314523984573
user_1_20,1,3,20,1,53.85160080710699
user_1_20,1,3,21,1,60.778532642594925
user_1_20,1,3,22,1,63.728249921410395
user_1_20,1,3,23,1,53.80429727854258
user_1_20,1,3,24,1,59.68890771007171
user_1_21,1,3,1,0,48.04807229263452
user_1_21,1,3,2,0,48.53862384870591
user_1_21,1,3,3,1,56.22281822728339
user_1_21,1,3,4,1,55.40802769096055
user_1_21,1,3,5,1,58.14556488383448
user_1_21,1,3,6,1,55.507149650766884
user_1_21,1,3,7,1,58.811370477339516
user_1_21,1,3,8,1,57.84928567165259
user_1_21,1,3,9,1,57.28315585940077
user_1_21,1,3,10,1,55.277309013875204
user_1_21,1,3,11,1,56.269686008295004
user_1_21,1,3,12,1,60.26617367747727
user_1_21,1,3,13,1,59.502751562873144
user_1_21,1,3,14,1,55.067334265604345
user_1_21,1,3,15,1,58.29799691628768
user_1_21,1,3,16,1,60.25416137011537
user_1_21,1,3,17,1,52.99178415663589
user_1_21,1,3,18,1,59.63008057713981
user_1_21,1,3,19,1,56.01212872316246
user_1_21,1,3,20,1,59.711796005779476
user_1_21,1,3,21,1,55.71022253037245
user_1_21,1,3,22,1,52.58535369800644
user_1_21,1,3,23,1,53.117372686350514
user_1_21,1,3,24,1,58.14425483998414
user_1_22,1,3,1,0,50.779167505164445
user_1_22,1,3,2,0,47.28705012468677
user_1_22,1,3,3,1,59.91577737633212
user_1_22,1,3,4,1,53.01543981319312
user_1_22,1,3,5,1,57.80176060405805
user_1_22,1,3,6,1,54.36695140071263
user_1_22,1,3,7,1,56.04449167659352
user_1_22,1,3,8,1,58.142196013949246
user_1_22,1,3,9,1,55.418759904148146
user_1_22,1,3,10,1,56.84633336731052
user_1_22,1,3,11,1,61.01887842764332
user_1_22,1,3,12,1,56.26932439143055
user_1_22,1,3,13,1,60.507076336195425
user_1_22,1,3,14,1,54.61087943602715
user_1_22,1,3,15,1,59.58941253374585
user_1_22,1,3,16,1,62.3247058619737
user_1_22,1,3,17,1,50.58506649961813
user_1_22,1,3,18,1,55.60931423358857
user_1_22,1,3,19,1,59.73121638154162
user_1_22,1,3,20,1,57.390863841871024
user_1_22,1,3,21,1,59.11343762011393
user_1_22,1,3,22,1,56.18804443985254
user_1_22,1,3,23,1,58.2597693624187
user_1_22,1,3,24,1,57.532968293823764
user_1_23,1,3,1,0,53.50334618497942
user_1_23,1,3,2,0,50.76326252990364
user_1_23,1,3,3,1,59.01280798622561
user_1_23,1,3,4,1,56.764369101632596
user_1_23,1,3,5,1,56.53718132778252
user_1_23,1,3,6,1,56.70232543654114
user_1_23,1,3,7,1,59.18335642713489
user_1_23,1,3,8,1,56.73704655753921
user_1_23,1,3,9,1,58.86932457068924
user_1_23,1,3,10,1,64.22620239593631
user_1_23,1,3,11,1,60.61337411029508
user_1_23,1,3,12,1,57.02192940349648
user_1_23,1,3,13,1,61.60364176649183
user_1_23,1,3,14,1,56.77577388093535
user_1_23,1,3,15,1,51.88562639446644
user_1_23,1,3,16,1,54.97574106724779
user_1_23,1,3,17,1,52.387624236922434
user_1_23,1,3,18,1,56.94545954787608
user_1_23,1,3,19,1,58.05525513756866
user_1_23,1,3,20,1,63.02931193682585
user_1_23,1,3,21,1,58.980782121292485
user_1_23,1,3,22,1,57.34269841357341
user_1_23,1,3,23,1,60.48821674355047
user_1_23,1,3,24,1,51.36659407297634
user_1_24,1,3,1,0,50.7068436743257
user_1_24,1,3,2,0,52.3125955816609
user_1_24,1,3,3,1,53.564241262660474
user_1_24,1,3,4,1,61.43126212962079
user_1_24,1,3,5,1,59.01548922248324
user_1_24,1,3,6,1,56.7541362582976
user_1_24,1,3,7,1,59.898345598318855
user_1_24,1,3,8,1,64.81207857341319
user_1_24,1,3,9,1,58.545598765175484
user_1_24,1,3,10,1,58.74466175890101
user_1_24,1,3,11,1,56.62191730137927
user_1_24,1,3,12,1,55.45046689160562
user_1_24,1,3,13,1,60.49100744963274
user_1_24,1,3,14,1,55.431748522273395
user_1_24,1,3,15,1,58.21469871165818
user_1_24,1,3,16,1,56.56702765970465
user_1_24,1,3,17,1,59.43693947723918
user_1_24,1,3,18,1,59.00098631586084
user_1_24,1,3,19,1,61.112619832773696
user_1_24,1,3,20,1,56.46995080343576
user_1_24,1,3,21,1,57.19037519411989
user_1_24,1,3,22,1,55.06370885265308
user_1_24,1,3,23,1,56.66712021977167
user_1_24,1,3,24,1,59.131901479134555
user_1_25,1,3,1,0,52.270965849936054
user_1_25,1,3,2,0,47.23350402746712
user_1_25,1,3,3,1,60.60881776031698
user_1_25,1,3,4,1,62.066913576414855
user_1_25,1,3,5,1,59.2403047096711
user_1_25,1,3,6,1,63.6303874376742
user_1_25,1,3,7,1,55.67863240268928
user_1_25,1,3,8,1,54.26603589006575
user_1_25,1,3,9,1,52.663839253287165
user_1_25,1,3,10,1,62.48813293446755
user_1_25,1,3,11,1,59.96309696906217
user_1_25,1,3,12,1,57.83324598726863
user_1_25,1,3,13,1,58.83990587895946
user_1_25,1,3,14,1,54.62353285810487
user_1_25,1,3,15,1,65.33725593885048
user_1_25,1,3,16,1,58.38766354592568
user_1_25,1,3,17,1,58.32818438381468
user_1_25,1,3,18,1,60.17729987169608
user_1_25,1,3,19,1,59.44302769521014
user_1_25,1,3,20,1,58.6716520728374
user_1_25,1,3,21,1,55.62857663366407
user_1_25,1,3,22,1,59.414405071407984
user_1_25,1,3,23,1,63.6460734894251
user_1_25,1,3,24,1,62.03626013846493
user_1_26,1,3,1,0,54.77955987991819
user_1_26,1,3,2,0,48.466352970706446
user_1_26,1,3,3,1,55.03118553922426
user_1_26,1,3,4,1,57.62263923970106
user_1_26,1,3,5,1,58.16717473686608
user_1_26,1,3,6,1,61.28257455541284
user_1_26,1,3,7,1,52.92260611085554
user_1_26,1,3,8,1,62.58865095838184
user_1_26,1,3,9,1,57.52597630426303
user_1_26,1,3,10,1,56.71935679015774
